timestamp,input_file,output_file,mode,strictness,rows_loaded,junk_rows_removed,invalid_emails_removed,invalid_dates_removed,duplicates_removed,final_row_count
2026-02-21 17:54:08,input/sample_dirty_data.csv,output/cleaned_sample.csv,audit,strict,6,2,2,0,0,2
