timestamp,input_file,output_file,mode,strictness,rows_loaded,junk_rows_removed,invalid_emails_removed,invalid_dates_removed,duplicates_removed,final_row_count
2026-02-22 11:43:15,input\sample_dirty_data.csv,output\cleaned.csv,audit,lenient,6,2,0,0,0,4
